"Currency:","AUD","EUR","NZD","GBP","BRL","CAD","CNY","DKK","HKD","INR","JPY","MYR","MXN","NOK","ZAR","SGD","KRW","LKR","SEK","CHF","TWD","THB","VEB"
"Unique Identifier: ","H10/H10/RXI$US_N.B.AL","H10/H10/RXI$US_N.B.EU","H10/H10/RXI$US_N.B.NZ","H10/H10/RXI$US_N.B.UK","H10/H10/RXI_N.B.BZ","H10/H10/RXI_N.B.CA","H10/H10/RXI_N.B.CH","H10/H10/RXI_N.B.DN","H10/H10/RXI_N.B.HK","H10/H10/RXI_N.B.IN","H10/H10/RXI_N.B.JA","H10/H10/RXI_N.B.MA","H10/H10/RXI_N.B.MX","H10/H10/RXI_N.B.NO","H10/H10/RXI_N.B.SF","H10/H10/RXI_N.B.SI","H10/H10/RXI_N.B.KO","H10/H10/RXI_N.B.SL","H10/H10/RXI_N.B.SD","H10/H10/RXI_N.B.SZ","H10/H10/RXI_N.B.TA","H10/H10/RXI_N.B.TH","H10/H10/RXI_N.B.VES"
"Time Period","RXI$US_N.B.AL","RXI$US_N.B.EU","RXI$US_N.B.NZ","RXI$US_N.B.UK","RXI_N.B.BZ","RXI_N.B.CA","RXI_N.B.CH","RXI_N.B.DN","RXI_N.B.HK","RXI_N.B.IN","RXI_N.B.JA","RXI_N.B.MA","RXI_N.B.MX","RXI_N.B.NO","RXI_N.B.SF","RXI_N.B.SI","RXI_N.B.KO","RXI_N.B.SL","RXI_N.B.SD","RXI_N.B.SZ","RXI_N.B.TA","RXI_N.B.TH","RXI_N.B.VES"
1995-03-08,0.7391,,0.6442,1.6190,0.8890,1.4088,8.4465,5.6070,7.7305,31.8100,91.2700,2.5500,6.8200,6.2180,3.5800,1.4255,788.8000,49.7500,7.1615,1.1640,26.0000,24.7700,ND
1995-03-09,0.7410,,0.6460,1.6152,0.8890,1.4132,8.4459,5.6170,7.7305,31.6850,90.5700,2.5480,7.6000,6.2110,3.6020,1.4165,788.2000,49.7000,7.1385,1.1612,26.0900,24.7500,ND
1995-03-10,0.7445,,0.6465,1.5802,0.8820,1.4091,8.4461,5.6855,7.7320,31.7800,91.2300,2.5520,6.3500,6.3120,3.7000,1.4210,787.0000,49.7700,7.2350,1.1785,26.1100,24.7900,ND
1995-03-13,0.7462,,0.6507,1.5968,0.8810,1.4121,8.4464,5.6640,7.7310,31.8005,90.5000,2.5517,6.4700,6.2835,3.6160,1.4158,786.4000,49.6800,7.2770,1.1740,26.1200,24.7500,ND
1995-03-14,0.7440,,0.6504,1.5855,0.8810,1.4170,8.4465,5.6645,7.7320,31.8350,90.9700,2.5525,6.5700,6.2870,3.6300,1.4161,783.0000,49.8000,7.2075,1.1770,26.1100,24.7800,ND
1995-03-15,0.7455,,0.6505,1.6030,0.8850,1.4158,8.4474,5.5880,7.7320,31.3850,89.4000,2.5450,6.9000,6.2175,3.5770,1.4110,783.8000,49.7700,7.1980,1.1485,26.1000,24.7300,ND
1995-03-16,0.7460,,0.6415,1.5860,0.8990,1.4142,8.4480,5.6250,7.7315,31.4550,90.3000,2.5475,7.2500,6.2635,3.5760,1.4114,782.3000,49.9500,7.2170,1.1642,26.0600,24.7400,ND
1995-03-17,0.7340,,0.6463,1.5820,0.8980,1.4178,8.4473,5.5950,7.7310,31.4050,89.1900,2.5515,7.2100,6.2220,3.6040,1.4110,781.8000,49.6400,7.2370,1.1505,26.0200,24.7200,ND
1995-03-20,0.7238,,0.6447,1.5805,0.9130,1.4085,8.4470,5.6200,7.7310,31.5000,89.4200,2.5502,7.0000,6.2655,3.6280,1.4132,778.8000,49.3300,7.2805,1.1640,25.9700,24.7300,ND
1995-03-21,0.7264,,0.6465,1.5855,0.8980,1.4020,8.4462,5.6635,7.7315,31.5050,89.3800,2.5505,7.1000,6.3125,3.6325,1.4155,777.5000,49.4500,7.2840,1.1767,26.0100,24.7300,ND
1995-03-22,0.7250,,0.6470,1.5860,0.9060,1.4026,8.4468,5.6235,7.7315,31.5650,88.9200,2.5495,7.2300,6.2765,3.6105,1.4155,775.9000,49.4500,7.2965,1.1675,26.0300,24.7200,ND
1995-03-23,0.7253,,0.6482,1.5923,0.9080,1.4065,8.4472,5.6225,7.7323,31.6000,88.3100,2.5505,7.1000,6.2725,3.6025,1.4153,771.4000,49.4800,7.3295,1.1665,26.0100,24.7000,ND
1995-03-24,0.7285,,0.6505,1.5880,0.9090,1.4015,8.4476,5.6425,7.7328,31.6200,89.1000,2.5460,6.8500,6.3235,3.6130,1.4222,769.5000,49.4000,7.3550,1.1760,26.0100,24.7200,ND
1995-03-27,0.7252,,0.6481,1.5955,0.9100,1.4015,8.4477,5.5780,7.7325,31.6150,89.0700,2.5385,6.7200,6.2560,3.6040,1.4200,773.9000,49.5000,7.2930,1.1595,26.0600,24.7300,ND
1995-03-28,0.7273,,0.6482,1.6100,0.9100,1.4033,8.4477,5.5470,7.7330,31.5500,89.2200,2.5360,6.8200,6.2160,3.5950,1.4190,772.7000,49.5200,7.3515,1.1495,26.0400,24.6900,ND
1995-03-29,0.7239,,0.6491,1.6080,0.9060,1.4037,8.4475,5.5190,7.7330,31.5000,88.3100,2.5345,6.8100,6.1990,3.5890,1.4165,774.2000,49.4500,7.3440,1.1412,26.0500,24.6800,ND
1995-03-30,0.7280,,0.6497,1.5985,0.9020,1.3987,8.4469,5.5720,7.7330,31.4550,89.5300,2.5395,6.7600,6.2740,3.6030,1.4220,774.6000,49.4000,7.4390,1.1710,25.9900,24.7600,ND
1995-03-31,0.7325,,0.6549,1.6190,0.9000,1.3993,8.4464,5.4495,7.7321,31.4300,86.8500,2.5310,6.8200,6.1695,3.5810,1.4125,774.5000,49.4700,7.3950,1.1330,26.0000,24.6500,ND
1995-04-03,0.7327,,0.6548,1.6160,0.9040,1.3990,8.4460,5.4400,7.7323,31.4700,86.2500,2.5253,6.8200,6.1705,3.5880,1.4080,774.4000,49.3700,7.3635,1.1242,25.9400,24.6200,ND
1995-04-04,0.7327,,0.6550,1.6015,0.8990,1.3943,8.4457,5.4825,7.7325,31.4100,86.3600,2.5230,6.6200,6.2055,3.5915,1.4087,772.9000,49.5000,7.3865,1.1370,25.9400,24.6300,ND
1995-04-05,0.7393,,0.6570,1.6065,0.8980,1.3923,8.4456,5.4510,7.7320,31.4450,86.2500,2.5000,6.4600,6.1860,3.5955,1.4068,773.9000,49.6000,7.3900,1.1322,25.9400,24.6400,ND
1995-04-06,0.7402,,0.6580,1.6058,0.8950,1.3998,8.4452,5.4135,7.7325,31.4300,85.4700,2.4925,6.4700,6.1780,3.5900,1.4057,774.1000,49.3500,7.3800,1.1280,25.9000,24.6000,ND
1995-04-07,0.7410,,0.6630,1.6015,0.8990,1.3918,8.4451,5.4445,7.7325,31.4100,84.3200,2.4940,6.3200,6.2085,3.5920,1.4040,775.0000,49.3000,7.3620,1.1350,25.6800,24.6000,ND
1995-04-10,0.7410,,0.6645,1.5940,0.8960,1.3841,8.4452,5.5445,7.7325,31.4000,83.1000,2.4860,6.4000,6.3030,3.6005,1.3985,772.8000,49.3000,7.3510,1.1605,25.1700,24.5950,ND
1995-04-11,0.7405,,0.6628,1.5945,0.9010,1.3796,8.4450,5.5115,7.7330,31.4000,83.8000,2.4875,6.3000,6.2730,3.6030,1.4035,770.8000,49.3700,7.3370,1.1525,25.3000,24.6200,ND
1995-04-12,0.7427,,0.6670,1.5900,0.9070,1.3777,8.4446,5.5145,7.7327,31.3900,84.0000,2.4745,6.1800,6.2940,3.6080,1.4005,771.8000,49.3000,7.3755,1.1562,25.4000,24.6100,ND
1995-04-13,0.7397,,0.6728,1.6068,0.9090,1.3737,8.4442,5.4560,7.7335,31.3600,83.5900,2.4675,6.3200,6.2235,3.6080,1.3947,772.6000,49.7000,7.3190,1.1495,25.3500,24.5700,ND
1995-04-14,0.7400,,0.6720,1.6020,0.9090,1.3690,8.4441,5.4625,7.7340,31.3600,83.3500,2.4645,6.3200,6.2255,3.6080,1.3950,773.4000,49.3000,7.3210,1.1522,25.3600,24.5600,ND
1995-04-17,0.7418,,0.6751,1.6195,0.9050,1.3663,8.4438,5.3900,7.7327,31.4100,82.1000,2.4635,6.2700,6.1340,3.6060,1.3953,773.2000,49.2000,7.2505,1.1292,25.3500,24.5200,ND
1995-04-18,0.7411,,0.6718,1.6140,0.9060,1.3697,8.4436,5.3750,7.7318,31.3950,81.4000,2.4685,6.2400,6.1420,3.5950,1.3945,771.8000,49.6000,7.2925,1.1260,25.3500,24.4900,ND
1995-04-19,0.7351,,0.6695,1.6160,0.9130,1.3711,8.4434,5.3660,7.7310,31.4000,81.1200,2.4665,6.1100,6.1275,3.5900,1.3937,770.7000,49.2300,7.3055,1.1172,25.3100,24.4700,ND
1995-04-20,0.7345,,0.6716,1.6127,0.9180,1.3708,8.4432,5.4345,7.7315,31.4400,82.9500,2.4727,6.1200,6.2250,3.6030,1.3980,769.3000,49.3000,7.4095,1.1430,25.3700,24.5400,ND
1995-04-21,0.7325,,0.6720,1.6100,0.9080,1.3683,8.4430,5.4300,7.7330,31.4250,82.9200,2.4660,6.0100,6.2040,3.6105,1.3945,768.7000,49.3000,7.4060,1.1360,25.4100,24.5500,ND
1995-04-24,0.7298,,0.6721,1.6055,0.9130,1.3655,8.4427,5.4140,7.7340,31.4000,83.2600,2.4595,5.9700,6.1935,3.6110,1.3945,767.4000,49.3500,7.4680,1.1375,25.4000,24.5600,ND
1995-04-25,0.7270,,0.6737,1.6135,0.9210,1.3650,8.4405,5.3855,7.7370,31.3800,81.9500,2.4535,5.9100,6.1655,3.6125,1.3920,765.8000,49.4000,7.3495,1.1320,25.4100,24.5200,ND
1995-04-26,0.7262,,0.6663,1.6105,0.9170,1.3630,8.4338,5.4075,7.7340,31.3800,83.9800,2.4675,5.8300,6.2090,3.6200,1.3963,764.9000,49.2400,7.3295,1.1395,25.4100,24.5700,ND
1995-04-27,0.7278,,0.6737,1.6162,0.9170,1.3633,8.4302,5.4190,7.7385,31.3900,83.5800,2.4685,5.8500,6.2010,3.6160,1.3940,764.8000,49.3000,7.2435,1.1350,25.4200,24.5800,ND
1995-04-28,0.7272,,0.6718,1.6091,0.9130,1.3597,8.4274,5.4395,7.7410,31.4500,84.0400,2.4720,6.0500,6.2315,3.6215,1.3937,763.9000,49.4000,7.2695,1.1455,25.4100,24.6000,ND
1995-05-01,0.7285,,0.6744,1.6180,0.9180,1.3555,8.4274,5.4615,7.7380,31.4400,83.5300,2.4710,5.9400,6.2425,3.6210,1.3907,764.8000,49.3000,7.2715,1.1460,25.4000,24.6000,ND
1995-05-02,0.7292,,0.6750,1.6125,0.9140,1.3576,8.4152,5.4265,7.7340,31.4320,83.6900,2.4655,5.9600,6.2220,3.6250,1.3902,764.8000,49.3900,7.3035,1.1350,25.4000,24.5600,ND
1995-05-03,0.7330,,0.6762,1.6172,0.9040,1.3645,8.3994,5.4045,7.7370,31.4300,83.4500,2.4605,5.8300,6.2005,3.6315,1.3900,765.1000,49.3000,7.2665,1.1330,25.4000,24.5800,ND
1995-05-04,0.7405,,0.6785,1.6185,0.9030,1.3645,8.3848,5.3860,7.7350,31.4200,83.6200,2.4613,5.9100,6.1765,3.6330,1.3905,765.3000,49.4000,7.2550,1.1290,25.4100,24.5600,ND
1995-05-05,0.7417,,0.6753,1.5990,0.9010,1.3540,8.3642,5.3870,7.7346,31.4200,84.0300,2.4673,5.8700,6.1910,3.6290,1.3917,765.3000,49.2900,7.2590,1.1320,25.4100,24.5800,ND
1995-05-08,0.7385,,0.6755,1.6080,0.8980,1.3581,8.3547,5.3535,7.7340,31.4000,83.0000,2.4625,5.8800,6.1455,3.6240,1.3900,765.5000,49.3000,7.1860,1.1245,25.4100,24.5400,ND
1995-05-09,0.7292,,0.6752,1.5885,0.8970,1.3578,8.3447,5.3835,7.7340,31.3900,82.9500,2.4642,5.8600,6.1845,3.6290,1.3916,763.6000,49.3000,7.1745,1.1320,25.4100,24.5400,ND
1995-05-10,0.7286,,0.6713,1.5815,0.8940,1.3568,8.3253,5.4515,7.7345,31.4350,83.8700,2.4665,5.9700,6.2435,3.6410,1.3936,762.9000,49.3400,7.1805,1.1540,25.4100,24.5900,ND
1995-05-11,0.7328,,0.6695,1.5576,0.8960,1.3520,8.3150,5.5470,7.7340,31.3800,85.8000,2.4733,5.9300,6.2980,3.6400,1.4010,763.3000,49.5000,7.3108,1.1900,25.4100,24.6800,ND
1995-05-12,0.7407,,0.6620,1.5710,0.8960,1.3535,8.3028,5.6315,7.7350,31.4400,87.0000,2.4915,5.9500,6.4395,3.6590,1.4090,764.1000,49.4900,7.3760,1.2050,25.4100,24.7400,ND
1995-05-15,0.7333,,0.6616,1.5652,0.8890,1.3592,8.2916,5.6400,7.7329,31.4500,86.8600,2.4940,5.9700,6.4190,3.6580,1.4060,766.3000,49.5400,7.3525,1.2085,25.5000,24.7300,ND
1995-05-16,0.7273,,0.6628,1.5690,0.8900,1.3562,8.2982,5.6195,7.7345,31.4500,86.2000,2.4820,5.9500,6.3830,3.6550,1.4013,766.2000,49.5800,7.3130,1.1985,25.5800,24.7100,ND
1995-05-17,0.7305,,0.6666,1.5685,0.8900,1.3572,8.3063,5.6840,7.7347,31.4400,86.7300,2.4725,5.9400,6.4090,3.6620,1.3998,765.5000,49.8000,7.3690,1.2005,25.5900,24.7400,ND
1995-05-18,0.7175,,0.6610,1.5625,0.8900,1.3570,8.3107,5.6880,7.7362,31.4400,87.4300,2.4740,5.9400,6.4715,3.6930,1.3980,764.9000,49.8000,7.4400,1.2180,25.6500,24.8000,ND
1995-05-19,0.7150,,0.6560,1.5735,0.8910,1.3570,8.3132,5.6310,7.7357,31.4200,86.7700,2.4640,5.9200,6.4075,3.6920,1.3940,764.5000,49.8000,7.3905,1.2010,25.6500,24.7600,ND
1995-05-22,0.7181,,0.6576,1.5750,0.8890,1.3650,8.3159,5.6285,7.7365,31.4070,87.4700,2.4623,5.9200,6.4165,3.6910,1.3945,763.7000,49.6500,7.3565,1.1990,25.7800,24.7600,ND
1995-05-23,0.7187,,0.6604,1.5660,0.8890,1.3650,8.3188,5.6540,7.7350,31.3870,87.3800,2.4620,5.9900,6.4450,3.6940,1.3932,764.3000,49.7000,7.4295,1.2045,25.8300,24.7500,ND
1995-05-24,0.7170,,0.6588,1.5755,0.8890,1.3653,8.3222,5.6215,7.7348,31.4000,87.1500,2.4615,6.0600,6.4005,3.7020,1.3937,764.8000,49.8000,7.3765,1.2000,25.8400,24.7500,ND
1995-05-25,0.7192,,0.6640,1.6037,0.8940,1.3695,8.3241,5.4905,7.7355,31.4100,85.0500,2.4573,6.1000,6.2365,3.6840,1.3905,763.3000,49.8000,7.2520,1.1650,25.7700,24.6900,ND
1995-05-26,0.7190,,0.6690,1.6040,0.8980,1.3730,8.3263,5.3900,7.7350,31.4000,82.8500,2.4605,6.1700,6.1505,3.6700,1.3903,763.1000,49.8000,7.2830,1.1380,25.4000,24.6200,ND
1995-05-29,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995-05-30,0.7203,,0.6673,1.6010,0.9070,1.3707,8.3277,5.4245,7.7355,31.3725,83.0000,2.4658,6.2100,6.1905,3.6620,1.3907,763.1000,49.6000,7.2655,1.1440,25.5800,24.6000,ND
1995-05-31,0.7190,,0.6647,1.5865,0.9080,1.3698,8.3255,5.5225,7.7358,31.4300,84.6500,2.4650,6.1600,6.2825,3.6670,1.3930,763.1000,49.8000,7.3460,1.1675,25.5800,24.7000,ND
1995-06-01,0.7154,,0.6613,1.5945,0.9080,1.3730,8.3236,5.3440,7.7355,31.4200,84.9500,2.4620,6.2500,6.2925,3.6850,1.3910,762.0000,49.7800,7.3250,1.1710,25.7000,24.6900,ND
1995-06-02,0.7165,,0.6678,1.5860,0.9040,1.3757,8.3218,5.5325,7.7340,31.4400,84.9000,2.4563,6.2000,6.3010,3.6795,1.3916,761.8000,49.7400,7.3450,1.1690,25.7100,24.6900,ND
1995-06-05,0.7143,,0.6680,1.5955,0.9030,1.3772,8.3198,5.4775,7.7345,31.4000,84.6300,2.4527,6.1800,6.2395,3.6770,1.3915,763.8000,50.2200,7.2220,1.1555,25.6700,24.6600,ND
1995-06-06,0.7165,,0.6703,1.5900,0.9080,1.3810,8.3204,5.5230,7.7350,31.4000,85.1000,2.4370,6.1250,6.3140,3.6770,1.3930,763.8000,49.7900,7.2385,1.1700,25.7400,24.6900,ND
1995-06-07,0.7205,,0.6720,1.5942,0.9110,1.3805,8.3183,5.4850,7.7345,31.4120,84.2400,2.4392,6.1500,6.2590,3.6790,1.3917,764.9000,49.8500,7.2135,1.1580,25.6900,24.6500,ND
1995-06-08,0.7227,,0.6703,1.5920,0.9110,1.3738,8.3166,5.5210,7.7345,31.4100,84.9000,2.4385,6.2300,6.3230,3.6805,1.3923,764.0000,49.9500,7.2390,1.1685,25.6900,24.7000,ND
1995-06-09,0.7200,,0.6680,1.5945,0.9180,1.3769,8.3200,5.4790,7.7345,31.4200,84.4000,2.4418,6.2700,6.2425,3.6750,1.3920,763.5000,50.2000,7.2215,1.1585,25.6900,24.6600,ND
1995-06-12,0.7175,,0.6675,1.5950,0.9190,1.3798,8.3208,5.4735,7.7340,31.4200,83.9200,2.4405,6.2900,6.2390,3.6750,1.3923,767.3000,50.3000,7.2430,1.1545,25.7300,24.6400,ND
1995-06-13,0.7193,,0.6693,1.5955,0.9170,1.3843,8.3203,5.4885,7.7340,31.4000,84.3300,2.4405,6.2000,6.2580,3.6690,1.3942,766.9000,49.9000,7.2595,1.1603,25.7500,24.6400,ND
1995-06-14,0.7215,,0.6712,1.6085,0.9070,1.3815,8.3200,5.4585,7.7360,31.4000,84.4000,2.3890,6.2300,6.2330,3.6660,1.3945,765.1000,50.1500,7.2245,1.1560,25.8000,24.6500,ND
1995-06-15,0.7275,,0.6687,1.5955,0.9070,1.3770,8.3219,5.5085,7.7360,31.4000,84.8200,2.4438,6.2000,6.2815,3.6733,1.3985,766.2000,50.2100,7.2865,1.1705,25.7800,24.6800,ND
1995-06-16,0.7281,,0.6691,1.6070,0.9090,1.3825,8.3204,5.4725,7.7355,31.4000,84.6600,2.4420,6.1900,6.2415,3.6680,1.3960,765.4000,50.5000,7.2545,1.1622,25.7900,24.6700,ND
1995-06-19,0.7267,,0.6712,1.5995,0.9120,1.3813,8.3202,5.4855,7.7353,31.4000,84.9500,2.4415,6.2250,6.2545,3.6650,1.3955,764.3000,50.4000,7.2885,1.1645,25.8800,24.6700,ND
1995-06-20,0.7243,,0.6722,1.6030,0.9150,1.3798,8.3200,5.4485,7.7357,31.4000,84.6500,2.4392,6.2200,6.2145,3.6565,1.3967,763.8000,50.2000,7.2730,1.1570,25.9100,24.6600,ND
1995-06-21,0.7255,,0.6725,1.6049,0.9190,1.3760,8.3209,5.4375,7.7350,31.3900,84.3800,2.4370,6.2800,6.2020,3.6545,1.4000,763.5000,50.0000,7.2740,1.1520,25.8800,24.6600,ND
1995-06-22,0.7207,,0.6705,1.5998,0.9190,1.3763,8.3218,5.4660,7.7355,31.3800,84.6500,2.4390,6.2550,6.2345,3.6490,1.3997,763.5000,50.4500,7.2770,1.1580,25.8400,24.6800,ND
1995-06-23,0.7208,,0.6700,1.6045,0.9190,1.3743,8.3215,5.4180,7.7358,31.3900,84.5000,2.4383,6.2500,6.1855,3.6420,1.3975,763.6000,50.0800,7.2425,1.1475,25.7900,24.6700,ND
1995-06-26,0.7185,,0.6720,1.5855,0.9180,1.3725,8.3213,5.4340,7.7360,31.3770,84.3400,2.4377,6.2600,6.2060,3.6380,1.3985,763.3000,50.6000,7.2660,1.1515,25.8400,24.6700,ND
1995-06-27,0.7142,,0.6713,1.5845,0.9190,1.3760,8.3207,5.4030,7.7365,31.3750,84.0800,2.4375,6.2750,6.1595,3.6355,1.3975,763.3000,50.6000,7.2470,1.1450,25.8700,24.6600,ND
1995-06-28,0.7142,,0.6682,1.5740,0.9190,1.3755,8.3207,5.4710,7.7380,31.4070,85.7000,2.4395,6.3200,6.2415,3.6505,1.3980,762.7000,50.6000,7.3090,1.1625,25.8500,24.7100,ND
1995-06-29,0.7155,,0.6685,1.5915,0.9190,1.3765,8.3210,5.4005,7.7387,31.4300,84.7000,2.4395,6.2700,6.1625,3.6480,1.3970,761.6000,50.6000,7.2485,1.1500,25.8200,24.6900,ND
1995-06-30,0.7108,,0.6685,1.5905,0.9210,1.3738,8.3211,5.4015,7.7380,31.4100,84.7800,2.4378,6.2550,6.1655,3.6370,1.3975,761.1000,50.5000,7.2900,1.1515,25.8300,24.6900,ND
1995-07-03,0.7100,,0.6705,1.5972,0.9200,1.3723,8.3207,5.3915,7.7385,31.4100,84.8000,2.4387,6.2550,6.1565,3.6350,1.3963,761.0000,50.8000,7.2455,1.1460,25.9000,24.6800,ND
1995-07-04,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995-07-05,0.7100,,0.6714,1.5950,0.9230,1.3703,8.3201,5.3895,7.7392,31.3800,84.9400,2.4420,6.2700,6.1515,3.6355,1.3970,760.1000,50.5500,7.2445,1.1468,25.8800,24.6900,ND
1995-07-06,0.7115,,0.6757,1.5985,0.9250,1.3693,8.3200,5.3965,7.7400,31.3800,85.1800,2.4422,6.2500,6.1555,3.6340,1.3973,759.1000,51.5000,7.2510,1.1488,25.8800,24.7000,ND
1995-07-07,0.7157,,0.6774,1.5945,0.9250,1.3640,8.3200,5.4245,7.7400,31.3900,86.7700,2.4442,6.1700,6.1940,3.6440,1.4005,759.0000,51.2000,7.2610,1.1580,25.9300,24.7500,ND
1995-07-10,0.7146,,0.6727,1.5905,0.9250,1.3518,8.3223,5.4370,7.7404,31.3720,87.0900,2.4495,6.1500,6.2075,3.6455,1.4040,760.2000,51.5000,7.2435,1.1613,26.2100,24.7500,ND
1995-07-11,0.7200,,0.6735,1.5880,0.9243,1.3541,8.3220,5.4645,7.7410,31.4020,87.4500,2.4557,6.1100,6.2395,3.6520,1.4030,760.6000,51.0000,7.2700,1.1660,26.1700,24.7700,ND
1995-07-12,0.7215,,0.6728,1.5915,0.9241,1.3555,8.3217,5.4595,7.7420,31.3700,87.5100,2.4520,6.1175,6.2315,3.6515,1.3990,760.7000,50.9000,7.2080,1.1660,26.1800,24.7800,ND
1995-07-13,0.7327,,0.6756,1.6005,0.9260,1.3592,8.3214,5.4265,7.7375,31.3720,87.4000,2.4495,6.0500,6.1890,3.6490,1.3980,760.3000,50.9500,7.1785,1.1605,26.2100,24.7500,ND
1995-07-14,0.7303,,0.6763,1.5945,0.9255,1.3593,8.3211,5.4245,7.7380,31.3700,87.8900,2.4489,6.0175,6.1865,3.6495,1.3977,760.1000,50.5500,7.1930,1.1635,26.1800,24.7500,ND
1995-07-17,0.7323,,0.6745,1.5945,0.9290,1.3561,8.3209,5.4340,7.7385,31.3800,88.6500,2.4505,6.0000,6.1950,3.6520,1.4005,762.1000,50.6500,7.1870,1.1663,26.3000,24.7800,ND
1995-07-18,0.7324,,0.6753,1.5962,0.9280,1.3605,8.3213,5.4045,7.7370,31.3800,88.3500,2.4485,6.0400,6.1710,3.6470,1.3972,762.1000,51.0000,7.1795,1.1585,26.4000,24.7800,ND
1995-07-19,0.7320,,0.6755,1.5955,0.9290,1.3602,8.3211,5.3985,7.7375,31.3900,87.7500,2.4488,6.0800,6.1685,3.6420,1.4000,761.2000,51.0000,7.1675,1.1575,26.3900,24.7700,ND
1995-07-20,0.7348,,0.6763,1.5970,0.9281,1.3635,8.3204,5.3720,7.7360,31.3800,87.7600,2.4500,6.1500,6.1415,3.6395,1.3995,759.9000,50.5200,7.1550,1.1503,26.3800,24.7700,ND
1995-07-21,0.7350,,0.6746,1.5940,0.9333,1.3598,8.3202,5.3735,7.7375,31.3700,88.5500,2.4495,6.1000,6.1380,3.6430,1.3995,759.5000,51.0000,7.1305,1.1565,26.4200,24.7900,ND
1995-07-24,0.7375,,0.6760,1.5976,0.9332,1.3590,8.3204,5.3895,7.7365,31.3800,87.5500,2.4520,6.0950,6.1535,3.6395,1.3995,759.1000,51.0000,7.1525,1.1503,26.5000,24.7600,ND
1995-07-25,0.7385,,0.6762,1.5879,0.9354,1.3558,8.3203,5.4300,7.7375,31.3770,87.8800,2.4545,6.1600,6.1930,3.6365,1.3985,759.2000,50.5900,7.1415,1.1600,26.5900,24.7700,ND
1995-07-26,0.7381,,0.6745,1.5956,0.9352,1.3580,8.3202,5.4025,7.7378,31.3900,87.9500,2.4530,6.1100,6.1600,3.6340,1.3978,759.1000,50.5100,7.0965,1.1525,26.7000,24.7600,ND
1995-07-27,0.7365,,0.6697,1.5964,0.9358,1.3608,8.3202,5.3785,7.7375,31.3870,87.9500,2.4554,6.0950,6.1335,3.6300,1.3945,759.1000,51.0000,7.0720,1.1468,26.4400,24.7600,ND
1995-07-28,0.7363,,0.6710,1.6003,0.9363,1.3644,8.3203,5.3650,7.7387,31.3950,88.1800,2.4575,6.1050,6.1155,3.6260,1.3943,759.0000,50.7500,7.0480,1.1460,26.4200,24.7600,ND
1995-07-31,0.7387,,0.6738,1.5980,0.9353,1.3695,8.3203,5.3845,7.7382,31.4300,88.3400,2.4570,6.1150,6.1390,3.6230,1.3935,759.5000,51.0000,7.0720,1.1505,26.4800,24.7700,ND
1995-08-01,0.7403,,0.6732,1.5992,0.9355,1.3667,8.3200,5.3710,7.7383,31.4200,88.4300,2.4500,6.1250,6.1265,3.6130,1.3940,760.1000,51.0000,7.0905,1.1460,26.6400,24.7700,ND
1995-08-02,0.7405,,0.6706,1.5995,0.9353,1.3570,8.3202,5.4260,7.7382,31.4200,90.8200,2.4595,6.1200,6.1795,3.6200,1.3975,760.2000,50.6000,7.1235,1.1588,26.6800,24.8200,ND
1995-08-03,0.7402,,0.6705,1.6068,0.9351,1.3589,8.3202,5.3900,7.7380,31.4170,90.4500,2.4610,6.1250,6.1385,3.6160,1.3980,760.5000,51.0000,7.0575,1.1493,26.8000,24.7900,ND
1995-08-04,0.7425,,0.6695,1.6073,0.9360,1.3562,8.3000,5.4035,7.7398,31.4200,91.2500,2.4620,6.1550,6.1460,3.6125,1.3987,758.5000,50.6500,7.0525,1.1495,26.6000,24.8200,ND
1995-08-07,0.7414,,0.6687,1.6018,0.9351,1.3574,8.3200,5.4525,7.7385,31.4400,91.3000,2.4705,6.1200,6.2020,3.6115,1.4000,762.0000,51.0000,7.1145,1.1655,26.9400,24.8300,ND
1995-08-08,0.7436,,0.6655,1.6010,0.9351,1.3565,8.3214,5.4695,7.7385,31.4500,91.7700,2.4685,6.1450,6.2180,3.6110,1.3975,761.6000,51.0000,7.1520,1.1690,26.9200,24.8500,ND
1995-08-09,0.7420,,0.6620,1.6002,0.9362,1.3605,8.3216,5.4575,7.7395,31.4700,91.5700,2.4675,6.1400,6.2050,3.6060,1.3965,761.2000,51.0000,7.1490,1.1640,26.9500,24.8400,ND
1995-08-10,0.7398,,0.6573,1.5888,0.9352,1.3580,8.3223,5.5125,7.7429,31.4500,92.8300,2.4715,6.1460,6.2550,3.6160,1.3962,761.0000,50.6000,7.1355,1.1780,26.9700,24.8900,ND
1995-08-11,0.7420,,0.6613,1.5776,0.9354,1.3590,8.3225,5.5575,7.7400,31.4570,93.7700,2.4735,6.1400,6.3015,3.6340,1.3987,761.3000,51.0000,7.1655,1.1910,27.4000,24.9100,ND
1995-08-14,0.7415,,0.6638,1.5740,0.9411,1.3632,8.3238,5.5695,7.7415,31.4950,93.6100,2.4717,6.1450,6.3210,3.6345,1.4007,763.1000,51.0000,7.2015,1.1940,27.3200,24.9200,ND
